Vessels,Cranes,Generations,Crossover,Mutation,BestDelay,TimeMS
50,10,20,0.10,1.00,2666,105
50,10,20,0.20,0.00,3099,15
50,10,20,0.20,0.01,2953,16
50,10,20,0.20,0.02,2686,15
50,10,20,0.20,0.05,2771,16
50,10,20,0.20,0.10,3140,16
50,10,20,0.20,0.20,2807,15
50,10,20,0.20,0.30,2885,16
50,10,20,0.20,0.40,2950,15
50,10,20,0.20,0.50,2668,15
50,10,20,0.20,0.60,2676,15
50,10,20,0.20,0.70,2939,22
50,10,20,0.20,0.80,2769,26
50,10,20,0.20,0.90,2739,25
50,10,20,0.20,1.00,2638,109
50,10,20,0.30,0.00,2989,16
50,10,20,0.30,0.01,3177,17
50,10,20,0.30,0.02,2656,16
50,10,20,0.30,0.05,3129,17
50,10,20,0.30,0.10,2689,17
50,10,20,0.30,0.20,2635,16
50,10,20,0.30,0.30,3018,17
50,10,20,0.30,0.40,2650,17
50,10,20,0.30,0.50,2902,17
50,10,20,0.30,0.60,2891,17
50,10,20,0.30,0.70,2551,18
50,10,20,0.30,0.80,2706,21
50,10,20,0.30,0.90,2583,20
50,10,20,0.30,1.00,2431,108
50,10,20,0.40,0.00,2873,16
50,10,20,0.40,0.01,2681,15
50,10,20,0.40,0.02,2640,16
50,10,20,0.40,0.05,2966,16
50,10,20,0.40,0.10,2857,16
50,10,20,0.40,0.20,2611,15
50,10,20,0.40,0.30,2684,16
50,10,20,0.40,0.40,3032,16
50,10,20,0.40,0.50,3005,15
50,10,20,0.40,0.60,2574,16
50,10,20,0.40,0.70,2671,15
50,10,20,0.40,0.80,2680,16
50,10,20,0.40,0.90,2498,30
50,10,20,0.40,1.00,2580,107
50,10,20,0.50,0.00,2594,15
50,10,20,0.50,0.01,2806,15
50,10,20,0.50,0.02,2698,16
50,10,20,0.50,0.05,3193,16
50,10,20,0.50,0.10,2965,16
50,10,20,0.50,0.20,3067,15
50,10,20,0.50,0.30,2880,16
50,10,20,0.50,0.40,2740,16
50,10,20,0.50,0.50,2629,15
50,10,20,0.50,0.60,2716,15
50,10,20,0.50,0.70,2922,17
50,10,20,0.50,0.80,2466,23
50,10,20,0.50,0.90,2784,24
50,10,20,0.50,1.00,2606,110
50,10,20,0.60,0.00,2708,16
50,10,20,0.60,0.01,2873,17
50,10,20,0.60,0.02,2837,18
50,10,20,0.60,0.05,2937,18
50,10,20,0.60,0.10,2757,17
50,10,20,0.60,0.20,2734,17
50,10,20,0.60,0.30,3209,18
50,10,20,0.60,0.40,2551,17
50,10,20,0.60,0.50,2696,18
50,10,20,0.60,0.60,2797,15
50,10,20,0.60,0.70,2891,16
50,10,20,0.60,0.80,2572,15
50,10,20,0.60,0.90,2713,16
50,10,20,0.60,1.00,2507,107
50,10,20,0.70,0.00,3217,16
50,10,20,0.70,0.01,3390,16
50,10,20,0.70,0.02,2807,15
50,10,20,0.70,0.05,2852,16
50,10,20,0.70,0.10,2794,15
50,10,20,0.70,0.20,2624,16
50,10,20,0.70,0.30,2710,15
50,10,20,0.70,0.40,2648,16
50,10,20,0.70,0.50,2780,16
50,10,20,0.70,0.60,2666,16
50,10,20,0.70,0.70,3117,17
50,10,20,0.70,0.80,2856,17
50,10,20,0.70,0.90,2831,19
50,10,20,0.70,1.00,2577,117
50,10,20,0.80,0.00,3165,16
50,10,20,0.80,0.01,2715,16
50,10,20,0.80,0.02,3267,16
50,10,20,0.80,0.05,2595,15
50,10,20,0.80,0.10,2607,16
50,10,20,0.80,0.20,2871,15
50,10,20,0.80,0.30,3225,15
50,10,20,0.80,0.40,2801,15
50,10,20,0.80,0.50,2576,16
50,10,20,0.80,0.60,2786,15
50,10,20,0.80,0.70,3367,15
50,10,20,0.80,0.80,2780,17
50,10,20,0.80,0.90,2511,25
50,10,20,0.80,1.00,2577,109
50,10,20,0.90,0.00,2831,16
50,10,20,0.90,0.01,2958,15
50,10,20,0.90,0.02,2581,16
50,10,20,0.90,0.05,3108,16
50,10,20,0.90,0.10,2816,15
50,10,20,0.90,0.20,3143,16
50,10,20,0.90,0.30,2869,16
50,10,20,0.90,0.40,2776,15
50,10,20,0.90,0.50,2910,16
50,10,20,0.90,0.60,2718,19
50,10,20,0.90,0.70,2670,26
50,10,20,0.90,0.80,2811,28
50,10,20,0.90,0.90,2547,23
50,10,20,0.90,1.00,2582,115
50,10,20,1.00,0.00,2975,18
50,10,20,1.00,0.01,2788,15
50,10,20,1.00,0.02,2857,16
50,10,20,1.00,0.05,2656,16
50,10,20,1.00,0.10,2831,15
50,10,20,1.00,0.20,2795,16
50,10,20,1.00,0.30,2974,15
50,10,20,1.00,0.40,2845,21
50,10,20,1.00,0.50,2940,19
50,10,20,1.00,0.60,2789,15
50,10,20,1.00,0.70,2857,16
50,10,20,1.00,0.80,2877,18
50,10,20,1.00,0.90,2664,16
50,10,20,1.00,1.00,2771,85
50,20,20,0.00,0.00,1523,15
50,20,20,0.00,0.01,1757,16
50,20,20,0.00,0.02,1645,16
50,20,20,0.00,0.05,1576,15
50,20,20,0.00,0.10,1714,22
50,20,20,0.00,0.20,1673,16
50,20,20,0.00,0.30,1617,16
50,20,20,0.00,0.40,1895,16
50,20,20,0.00,0.50,1643,17
50,20,20,0.00,0.60,1397,17
50,20,20,0.00,0.70,1645,15
50,20,20,0.00,0.80,1512,17
50,20,20,0.00,0.90,1696,24
50,20,20,0.00,1.00,1395,109
50,20,20,0.01,0.00,1439,15
50,20,20,0.01,0.01,1610,19
50,20,20,0.01,0.02,1722,16
50,20,20,0.01,0.05,1708,15
50,20,20,0.01,0.10,1765,17
50,20,20,0.01,0.20,1675,16
50,20,20,0.01,0.30,1487,16
50,20,20,0.01,0.40,1889,16
50,20,20,0.01,0.50,1558,17
50,20,20,0.01,0.60,1326,16
50,20,20,0.01,0.70,1313,16
50,20,20,0.01,0.80,1414,18
50,20,20,0.01,0.90,1530,20
50,20,20,0.01,1.00,1341,124
50,20,20,0.02,0.00,1909,16
50,20,20,0.02,0.01,1764,17
50,20,20,0.02,0.02,1931,19
50,20,20,0.02,0.05,1476,20
50,20,20,0.02,0.10,1957,15
50,20,20,0.02,0.20,1497,16
50,20,20,0.02,0.30,1538,15
50,20,20,0.02,0.40,1822,17
50,20,20,0.02,0.50,1763,16
50,20,20,0.02,0.60,1800,16
50,20,20,0.02,0.70,1681,16
50,20,20,0.02,0.80,1577,15
50,20,20,0.02,0.90,1346,19
50,20,20,0.02,1.00,1405,108
50,20,20,0.05,0.00,1616,15
50,20,20,0.05,0.01,1765,16
50,20,20,0.05,0.02,1641,16
50,20,20,0.05,0.05,1593,16
50,20,20,0.05,0.10,1905,16
50,20,20,0.05,0.20,1736,16
50,20,20,0.05,0.30,1667,16
50,20,20,0.05,0.40,1753,16
50,20,20,0.05,0.50,1655,15
50,20,20,0.05,0.60,1505,15
50,20,20,0.05,0.70,1526,16
50,20,20,0.05,0.80,1581,22
50,20,20,0.05,0.90,1386,30
50,20,20,0.05,1.00,1272,107
50,20,20,0.10,0.00,1562,16
50,20,20,0.10,0.01,1627,15
50,20,20,0.10,0.02,1381,16
50,20,20,0.10,0.05,1574,15
50,20,20,0.10,0.10,1664,15
50,20,20,0.10,0.20,1663,16
50,20,20,0.10,0.30,1507,16
50,20,20,0.10,0.40,1569,15
50,20,20,0.10,0.50,1493,16
50,20,20,0.10,0.60,1674,15
50,20,20,0.10,0.70,1604,16
50,20,20,0.10,0.80,1600,15
50,20,20,0.10,0.90,1289,17
50,20,20,0.10,1.00,1455,107
50,20,20,0.20,0.00,1557,17
50,20,20,0.20,0.01,1701,16
50,20,20,0.20,0.02,1770,16
50,20,20,0.20,0.05,1664,16
50,20,20,0.20,0.10,1582,16
50,20,20,0.20,0.20,1714,16
50,20,20,0.20,0.30,1562,15
50,20,20,0.20,0.40,1535,18
50,20,20,0.20,0.50,1445,16
50,20,20,0.20,0.60,1516,17
50,20,20,0.20,0.70,1708,16
50,20,20,0.20,0.80,1621,17
50,20,20,0.20,0.90,1339,50
50,20,20,0.20,1.00,1419,111
50,20,20,0.30,0.00,1379,15
50,20,20,0.30,0.01,1829,16
50,20,20,0.30,0.02,1542,15
50,20,20,0.30,0.05,1679,16
50,20,20,0.30,0.10,1389,18
50,20,20,0.30,0.20,1779,15
50,20,20,0.30,0.30,1683,15
50,20,20,0.30,0.40,1596,16
50,20,20,0.30,0.50,1635,16
50,20,20,0.30,0.60,1962,16
50,20,20,0.30,0.70,1521,20
50,20,20,0.30,0.80,1657,19
50,20,20,0.30,0.90,1532,26
50,20,20,0.30,1.00,1290,106
50,20,20,0.40,0.00,1815,15
50,20,20,0.40,0.01,1504,16
50,20,20,0.40,0.02,1795,16
50,20,20,0.40,0.05,1866,16
50,20,20,0.40,0.10,1613,15
50,20,20,0.40,0.20,1697,16
50,20,20,0.40,0.30,1581,15
50,20,20,0.40,0.40,1640,16
50,20,20,0.40,0.50,1768,18
50,20,20,0.40,0.60,1610,15
50,20,20,0.40,0.70,1626,20
50,20,20,0.40,0.80,1602,22
50,20,20,0.40,0.90,1505,21
50,20,20,0.40,1.00,1402,107
50,20,20,0.50,0.00,1596,16
50,20,20,0.50,0.01,1593,15
50,20,20,0.50,0.02,1447,15
50,20,20,0.50,0.05,1439,16
50,20,20,0.50,0.10,1671,16
50,20,20,0.50,0.20,1626,16
50,20,20,0.50,0.30,1599,15
50,20,20,0.50,0.40,1484,16
50,20,20,0.50,0.50,1424,16
50,20,20,0.50,0.60,1602,15
50,20,20,0.50,0.70,1367,20
50,20,20,0.50,0.80,1691,15
50,20,20,0.50,0.90,1460,16
50,20,20,0.50,1.00,1492,106
50,20,20,0.60,0.00,1867,15
50,20,20,0.60,0.01,1805,16
50,20,20,0.60,0.02,1631,15
50,20,20,0.60,0.05,1792,16
50,20,20,0.60,0.10,1442,15
50,20,20,0.60,0.20,1682,15
50,20,20,0.60,0.30,1634,15
50,20,20,0.60,0.40,1407,15
50,20,20,0.60,0.50,1560,16
50,20,20,0.60,0.60,1253,18
50,20,20,0.60,0.70,1493,17
50,20,20,0.60,0.80,1642,17
50,20,20,0.60,0.90,1360,21
50,20,20,0.60,1.00,1412,106
50,20,20,0.70,0.00,1668,16
50,20,20,0.70,0.01,1800,15
50,20,20,0.70,0.02,2013,16
50,20,20,0.70,0.05,1702,15
50,20,20,0.70,0.10,1709,16
50,20,20,0.70,0.20,1495,15
50,20,20,0.70,0.30,2036,15
50,20,20,0.70,0.40,1724,16
50,20,20,0.70,0.50,1482,15
50,20,20,0.70,0.60,1580,16
50,20,20,0.70,0.70,1854,16
50,20,20,0.70,0.80,1685,20
50,20,20,0.70,0.90,1318,24
50,20,20,0.70,1.00,1359,107
50,20,20,0.80,0.00,1777,16
50,20,20,0.80,0.01,2001,15
50,20,20,0.80,0.02,1683,15
50,20,20,0.80,0.05,2045,16
50,20,20,0.80,0.10,1991,15
50,20,20,0.80,0.20,1607,17
50,20,20,0.80,0.30,1739,15
50,20,20,0.80,0.40,1622,15
50,20,20,0.80,0.50,1623,16
50,20,20,0.80,0.60,1516,16
50,20,20,0.80,0.70,1683,15
50,20,20,0.80,0.80,1537,19
50,20,20,0.80,0.90,1883,15
50,20,20,0.80,1.00,1251,112
50,20,20,0.90,0.00,1982,16
50,20,20,0.90,0.01,1680,15
50,20,20,0.90,0.02,1619,16
50,20,20,0.90,0.05,1672,15
50,20,20,0.90,0.10,1424,16
50,20,20,0.90,0.20,1991,16
50,20,20,0.90,0.30,1660,16
50,20,20,0.90,0.40,1747,15
50,20,20,0.90,0.50,1775,16
50,20,20,0.90,0.60,1611,15
50,20,20,0.90,0.70,1513,17
50,20,20,0.90,0.80,1455,17
50,20,20,0.90,0.90,1470,19
50,20,20,0.90,1.00,1279,111
50,20,20,1.00,0.00,1454,16
50,20,20,1.00,0.01,1541,15
50,20,20,1.00,0.02,1832,16
50,20,20,1.00,0.05,1794,15
50,20,20,1.00,0.10,1707,16
50,20,20,1.00,0.20,1621,15
50,20,20,1.00,0.30,1690,16
50,20,20,1.00,0.40,1644,16
50,20,20,1.00,0.50,1688,15
50,20,20,1.00,0.60,1386,15
50,20,20,1.00,0.70,1536,16
50,20,20,1.00,0.80,1456,17
50,20,20,1.00,0.90,1461,15
50,20,20,1.00,1.00,1619,86
93,10,20,0.00,0.00,13052,31
93,10,20,0.00,0.01,14792,29
93,10,20,0.00,0.02,13505,30
93,10,20,0.00,0.05,16232,29
93,10,20,0.00,0.10,14091,29
93,10,20,0.00,0.20,13310,30
93,10,20,0.00,0.30,12984,29
93,10,20,0.00,0.40,13942,29
93,10,20,0.00,0.50,12887,32
93,10,20,0.00,0.60,12459,33
93,10,20,0.00,0.70,12721,30
93,10,20,0.00,0.80,13241,33
93,10,20,0.00,0.90,12729,42
93,10,20,0.00,1.00,12845,217
93,10,20,0.01,0.00,13888,28
93,10,20,0.01,0.01,13958,29
93,10,20,0.01,0.02,13217,28
93,10,20,0.01,0.05,13516,27
93,10,20,0.01,0.10,13052,29
93,10,20,0.01,0.20,14384,29
93,10,20,0.01,0.30,13202,28
93,10,20,0.01,0.40,13679,29
93,10,20,0.01,0.50,13435,28
93,10,20,0.01,0.60,13000,39
93,10,20,0.01,0.70,12337,27
93,10,20,0.01,0.80,13064,34
93,10,20,0.01,0.90,14030,30
93,10,20,0.01,1.00,12624,226
93,10,20,0.02,0.00,13336,28
93,10,20,0.02,0.01,14285,37
93,10,20,0.02,0.02,14323,34
93,10,20,0.02,0.05,13813,30
93,10,20,0.02,0.10,13764,30
93,10,20,0.02,0.20,14655,33
93,10,20,0.02,0.30,13166,28
93,10,20,0.02,0.40,13993,31
93,10,20,0.02,0.50,13139,31
93,10,20,0.02,0.60,14842,27
93,10,20,0.02,0.70,13407,28
93,10,20,0.02,0.80,13224,52
93,10,20,0.02,0.90,13117,31
93,10,20,0.02,1.00,12625,220
93,10,20,0.05,0.00,12824,29
93,10,20,0.05,0.01,13425,30
93,10,20,0.05,0.02,13415,28
93,10,20,0.05,0.05,13701,29
93,10,20,0.05,0.10,13388,28
93,10,20,0.05,0.20,13516,30
93,10,20,0.05,0.30,13680,28
93,10,20,0.05,0.40,13898,27
93,10,20,0.05,0.50,13845,28
93,10,20,0.05,0.60,13388,28
93,10,20,0.05,0.70,13798,28
93,10,20,0.05,0.80,13990,27
93,10,20,0.05,0.90,12856,48
93,10,20,0.05,1.00,12487,213
93,10,20,0.10,0.00,13444,27
93,10,20,0.10,0.01,12556,29
93,10,20,0.10,0.02,12938,29
93,10,20,0.10,0.05,12980,31
93,10,20,0.10,0.10,15409,29
93,10,20,0.10,0.20,12914,28
93,10,20,0.10,0.30,14213,28
93,10,20,0.10,0.40,13785,30
93,10,20,0.10,0.50,12767,29
93,10,20,0.10,0.60,14278,28
93,10,20,0.10,0.70,13309,30
93,10,20,0.10,0.80,12605,33
93,10,20,0.10,0.90,14220,26
93,10,20,0.10,1.00,12546,211
93,10,20,0.20,0.00,13702,28
93,10,20,0.20,0.01,14463,28
93,10,20,0.20,0.02,13684,29
93,10,20,0.20,0.05,13848,28
93,10,20,0.20,0.10,13879,29
93,10,20,0.20,0.20,13289,28
93,10,20,0.20,0.30,13032,28
93,10,20,0.20,0.40,15131,27
93,10,20,0.20,0.50,13340,30
93,10,20,0.20,0.60,12938,32
93,10,20,0.20,0.70,12712,34
93,10,20,0.20,0.80,12779,30
93,10,20,0.20,0.90,12831,36
93,10,20,0.20,1.00,12921,212
93,10,20,0.30,0.00,16192,28
93,10,20,0.30,0.01,13231,29
93,10,20,0.30,0.02,13271,29
93,10,20,0.30,0.05,13579,29
93,10,20,0.30,0.10,13454,28
93,10,20,0.30,0.20,13336,28
93,10,20,0.30,0.30,15991,28
93,10,20,0.30,0.40,13490,28
93,10,20,0.30,0.50,13860,29
93,10,20,0.30,0.60,13329,28
93,10,20,0.30,0.70,12833,33
93,10,20,0.30,0.80,13415,35
93,10,20,0.30,0.90,13138,39
93,10,20,0.30,1.00,12689,213
93,10,20,0.40,0.00,13773,28
93,10,20,0.40,0.01,13490,28
93,10,20,0.40,0.02,13033,28
93,10,20,0.40,0.05,13569,29
93,10,20,0.40,0.10,13419,29
93,10,20,0.40,0.20,12931,29
93,10,20,0.40,0.30,12955,30
93,10,20,0.40,0.40,14643,30
93,10,20,0.40,0.50,12279,29
93,10,20,0.40,0.60,13199,31
93,10,20,0.40,0.70,13538,28
93,10,20,0.40,0.80,13093,44
93,10,20,0.40,0.90,13182,68
93,10,20,0.40,1.00,12837,209
93,10,20,0.50,0.00,13208,29
93,10,20,0.50,0.01,13779,29
93,10,20,0.50,0.02,13409,27
93,10,20,0.50,0.05,13717,28
93,10,20,0.50,0.10,13033,28
93,10,20,0.50,0.20,13048,29
93,10,20,0.50,0.30,13739,29
93,10,20,0.50,0.40,13333,28
93,10,20,0.50,0.50,13809,29
93,10,20,0.50,0.60,14138,27
93,10,20,0.50,0.70,13130,27
93,10,20,0.50,0.80,12779,61
93,10,20,0.50,0.90,12849,33
93,10,20,0.50,1.00,12612,209
93,10,20,0.60,0.00,14376,28
93,10,20,0.60,0.01,15307,29
93,10,20,0.60,0.02,14048,29
93,10,20,0.60,0.05,13791,28
93,10,20,0.60,0.10,14288,28
93,10,20,0.60,0.20,13091,28
93,10,20,0.60,0.30,14458,28
93,10,20,0.60,0.40,13752,29
93,10,20,0.60,0.50,13446,29
93,10,20,0.60,0.60,13150,27
93,10,20,0.60,0.70,12791,40
93,10,20,0.60,0.80,13158,33
93,10,20,0.60,0.90,12365,42
93,10,20,0.60,1.00,12652,212
93,10,20,0.70,0.00,13314,29
93,10,20,0.70,0.01,13705,28
93,10,20,0.70,0.02,13360,29
93,10,20,0.70,0.05,13962,31
93,10,20,0.70,0.10,13794,33
93,10,20,0.70,0.20,13041,30
93,10,20,0.70,0.30,13937,27
93,10,20,0.70,0.40,12953,27
93,10,20,0.70,0.50,13470,29
93,10,20,0.70,0.60,15871,32
93,10,20,0.70,0.70,12745,32
93,10,20,0.70,0.80,13178,30
93,10,20,0.70,0.90,13861,31
93,10,20,0.70,1.00,12609,223
93,10,20,0.80,0.00,13283,29
93,10,20,0.80,0.01,13713,29
93,10,20,0.80,0.02,14294,28
93,10,20,0.80,0.05,12695,28
93,10,20,0.80,0.10,15633,30
93,10,20,0.80,0.20,14635,30
93,10,20,0.80,0.30,13600,28
93,10,20,0.80,0.40,14051,28
93,10,20,0.80,0.50,12446,27
93,10,20,0.80,0.60,12964,29
93,10,20,0.80,0.70,12765,30
93,10,20,0.80,0.80,13243,32
93,10,20,0.80,0.90,12957,43
93,10,20,0.80,1.00,12833,222
93,10,20,0.90,0.00,13496,29
93,10,20,0.90,0.01,14390,33
93,10,20,0.90,0.02,12945,29
93,10,20,0.90,0.05,14501,29
93,10,20,0.90,0.10,13960,28
93,10,20,0.90,0.20,14160,30
93,10,20,0.90,0.30,14921,29
93,10,20,0.90,0.40,14058,28
93,10,20,0.90,0.50,12983,29
93,10,20,0.90,0.60,14553,27
93,10,20,0.90,0.70,13629,28
93,10,20,0.90,0.80,14344,28
93,10,20,0.90,0.90,13194,44
93,10,20,0.90,1.00,12689,222
93,10,20,1.00,0.00,13447,27
93,10,20,1.00,0.01,13809,28
93,10,20,1.00,0.02,14217,27
93,10,20,1.00,0.05,13391,28
93,10,20,1.00,0.10,13665,27
93,10,20,1.00,0.20,14328,27
93,10,20,1.00,0.30,13594,28
93,10,20,1.00,0.40,13792,27
93,10,20,1.00,0.50,13644,27
93,10,20,1.00,0.60,13989,28
93,10,20,1.00,0.70,13388,26
93,10,20,1.00,0.80,13407,28
93,10,20,1.00,0.90,13482,29
93,10,20,1.00,1.00,12464,147
93,20,20,0.00,0.00,8738,28
93,20,20,0.00,0.01,8517,30
93,20,20,0.00,0.02,8000,29
93,20,20,0.00,0.05,8819,32
93,20,20,0.00,0.10,8132,31
93,20,20,0.00,0.20,8741,29
93,20,20,0.00,0.30,8754,28
93,20,20,0.00,0.40,8167,31
93,20,20,0.00,0.50,8586,30
93,20,20,0.00,0.60,8146,29
93,20,20,0.00,0.70,7857,27
93,20,20,0.00,0.80,8006,29
93,20,20,0.00,0.90,7694,60
93,20,20,0.00,1.00,7985,214
93,20,20,0.01,0.00,8573,28
93,20,20,0.01,0.01,8235,29
93,20,20,0.01,0.02,7870,28
93,20,20,0.01,0.05,8420,29
93,20,20,0.01,0.10,8884,30
93,20,20,0.01,0.20,9813,30
93,20,20,0.01,0.30,8372,31
93,20,20,0.01,0.40,8312,31
93,20,20,0.01,0.50,8877,31
93,20,20,0.01,0.60,8023,30
93,20,20,0.01,0.70,8117,30
93,20,20,0.01,0.80,9287,41
93,20,20,0.01,0.90,8078,32
93,20,20,0.01,1.00,8010,214
93,20,20,0.02,0.00,8300,28
93,20,20,0.02,0.01,8527,29
93,20,20,0.02,0.02,11008,30
93,20,20,0.02,0.05,8664,29
93,20,20,0.02,0.10,7902,30
93,20,20,0.02,0.20,10723,28
93,20,20,0.02,0.30,8378,28
93,20,20,0.02,0.40,8301,30
93,20,20,0.02,0.50,8403,27
93,20,20,0.02,0.60,8253,38
93,20,20,0.02,0.70,8421,27
93,20,20,0.02,0.80,8087,44
93,20,20,0.02,0.90,7692,47
93,20,20,0.02,1.00,7591,214
93,20,20,0.05,0.00,8847,27
93,20,20,0.05,0.01,9426,29
93,20,20,0.05,0.02,9780,29
93,20,20,0.05,0.05,8748,28
93,20,20,0.05,0.10,8754,31
93,20,20,0.05,0.20,7960,28
93,20,20,0.05,0.30,7985,28
93,20,20,0.05,0.40,10418,28
93,20,20,0.05,0.50,8645,28
93,20,20,0.05,0.60,8097,32
93,20,20,0.05,0.70,7848,32
93,20,20,0.05,0.80,8047,58
93,20,20,0.05,0.90,7858,43
93,20,20,0.05,1.00,7939,219
93,20,20,0.10,0.00,8966,31
93,20,20,0.10,0.01,9054,31
93,20,20,0.10,0.02,8338,30
93,20,20,0.10,0.05,9104,36
93,20,20,0.10,0.10,8164,31
93,20,20,0.10,0.20,8332,30
93,20,20,0.10,0.30,7904,32
93,20,20,0.10,0.40,8346,32
93,20,20,0.10,0.50,9296,32
93,20,20,0.10,0.60,7939,46
93,20,20,0.10,0.70,8584,40
93,20,20,0.10,0.80,7865,37
93,20,20,0.10,0.90,7907,42
93,20,20,0.10,1.00,7800,222
93,20,20,0.20,0.00,7778,34
93,20,20,0.20,0.01,9422,32
93,20,20,0.20,0.02,8763,32
93,20,20,0.20,0.05,8745,31
93,20,20,0.20,0.10,7958,31
93,20,20,0.20,0.20,8447,31
93,20,20,0.20,0.30,7547,32
93,20,20,0.20,0.40,7715,36
93,20,20,0.20,0.50,8778,41
93,20,20,0.20,0.60,7808,39
93,20,20,0.20,0.70,8497,41
93,20,20,0.20,0.80,8006,35
93,20,20,0.20,0.90,8140,46
93,20,20,0.20,1.00,7903,222
93,20,20,0.30,0.00,8719,30
93,20,20,0.30,0.01,9092,31
93,20,20,0.30,0.02,8843,31
93,20,20,0.30,0.05,8478,29
93,20,20,0.30,0.10,9354,30
93,20,20,0.30,0.20,9120,29
93,20,20,0.30,0.30,9024,33
93,20,20,0.30,0.40,8920,28
93,20,20,0.30,0.50,8173,28
93,20,20,0.30,0.60,8679,28
93,20,20,0.30,0.70,8423,32
93,20,20,0.30,0.80,8244,38
93,20,20,0.30,0.90,10550,29
93,20,20,0.30,1.00,7620,229
93,20,20,0.40,0.00,8772,37
93,20,20,0.40,0.01,8155,32
93,20,20,0.40,0.02,11222,30
93,20,20,0.40,0.05,8217,28
93,20,20,0.40,0.10,9366,29
93,20,20,0.40,0.20,8834,29
93,20,20,0.40,0.30,8278,28
93,20,20,0.40,0.40,8536,30
93,20,20,0.40,0.50,8869,27
93,20,20,0.40,0.60,9764,28
93,20,20,0.40,0.70,8111,35
93,20,20,0.40,0.80,8554,31
93,20,20,0.40,0.90,8357,92
93,20,20,0.40,1.00,7948,230
93,20,20,0.50,0.00,10537,28
93,20,20,0.50,0.01,8330,29
93,20,20,0.50,0.02,8788,29
93,20,20,0.50,0.05,10200,29
93,20,20,0.50,0.10,8361,29
93,20,20,0.50,0.20,7775,32
93,20,20,0.50,0.30,8252,31
93,20,20,0.50,0.40,8924,32
93,20,20,0.50,0.50,8472,31
93,20,20,0.50,0.60,8328,35
93,20,20,0.50,0.70,7878,35
93,20,20,0.50,0.80,8270,28
93,20,20,0.50,0.90,8098,32
93,20,20,0.50,1.00,7727,219
93,20,20,0.60,0.00,10472,29
93,20,20,0.60,0.01,8657,29
93,20,20,0.60,0.02,8296,37
93,20,20,0.60,0.05,9379,39
93,20,20,0.60,0.10,9375,29
93,20,20,0.60,0.20,9817,29
93,20,20,0.60,0.30,8640,29
93,20,20,0.60,0.40,8149,29
93,20,20,0.60,0.50,8729,28
93,20,20,0.60,0.60,7931,30
93,20,20,0.60,0.70,8325,41
93,20,20,0.60,0.80,8068,44
93,20,20,0.60,0.90,7947,55
93,20,20,0.60,1.00,8252,218
93,20,20,0.70,0.00,8488,29
93,20,20,0.70,0.01,8270,29
93,20,20,0.70,0.02,9040,28
93,20,20,0.70,0.05,8709,36
93,20,20,0.70,0.10,7956,36
