Title,Vessels,Cranes,Generations,PopulationSize,Crossover,Mutation,BestDelay,TimeMS
"Single Perfect Solution - EDT",8,1,50,40,0.80,0.20,188,314
"Single Perfect Solution - EDT",8,1,50,40,0.90,0.05,183,282
"Single Perfect Solution - EDT",8,1,50,40,0.90,0.05,184,282
"Single Perfect Solution - EDT",8,1,50,40,0.90,0.10,184,299
"Single Perfect Solution - EDT",8,1,50,40,0.90,0.10,183,293
"Single Perfect Solution - EDT",8,1,50,40,0.90,0.15,188,301
"Single Perfect Solution - EDT",8,1,50,40,0.90,0.15,188,301
"Single Perfect Solution - EDT",8,1,50,40,0.90,0.20,188,309
"Single Perfect Solution - EDT",8,1,50,40,0.90,0.20,188,309
"Single Perfect Solution - EDT",8,1,50,50,0.40,0.05,188,484
"Single Perfect Solution - EDT",8,1,50,50,0.40,0.05,183,483
"Single Perfect Solution - EDT",8,1,50,50,0.40,0.10,188,497
"Single Perfect Solution - EDT",8,1,50,50,0.40,0.10,188,513
"Single Perfect Solution - EDT",8,1,50,50,0.40,0.15,183,525
"Single Perfect Solution - EDT",8,1,50,50,0.40,0.15,188,525
"Single Perfect Solution - EDT",8,1,50,50,0.40,0.20,188,545
"Single Perfect Solution - EDT",8,1,50,50,0.40,0.20,188,537
"Single Perfect Solution - EDT",8,1,50,50,0.50,0.05,183,436
"Single Perfect Solution - EDT",8,1,50,50,0.50,0.05,183,440
"Single Perfect Solution - EDT",8,1,50,50,0.50,0.10,188,470
"Single Perfect Solution - EDT",8,1,50,50,0.50,0.10,183,458
"Single Perfect Solution - EDT",8,1,50,50,0.50,0.15,188,471
"Single Perfect Solution - EDT",8,1,50,50,0.50,0.15,183,478
"Single Perfect Solution - EDT",8,1,50,50,0.50,0.20,183,491
"Single Perfect Solution - EDT",8,1,50,50,0.50,0.20,183,491
"Single Perfect Solution - EDT",8,1,50,50,0.60,0.05,183,421
"Single Perfect Solution - EDT",8,1,50,50,0.60,0.05,184,414
"Single Perfect Solution - EDT",8,1,50,50,0.60,0.10,188,421
"Single Perfect Solution - EDT",8,1,50,50,0.60,0.10,188,430
"Single Perfect Solution - EDT",8,1,50,50,0.60,0.15,188,440
"Single Perfect Solution - EDT",8,1,50,50,0.60,0.15,186,446
"Single Perfect Solution - EDT",8,1,50,50,0.60,0.20,188,461
"Single Perfect Solution - EDT",8,1,50,50,0.60,0.20,186,455
"Single Perfect Solution - EDT",8,1,50,50,0.70,0.05,183,391
"Single Perfect Solution - EDT",8,1,50,50,0.70,0.05,184,393
"Single Perfect Solution - EDT",8,1,50,50,0.70,0.10,183,407
"Single Perfect Solution - EDT",8,1,50,50,0.70,0.10,183,406
"Single Perfect Solution - EDT",8,1,50,50,0.70,0.15,183,416
"Single Perfect Solution - EDT",8,1,50,50,0.70,0.15,183,420
"Single Perfect Solution - EDT",8,1,50,50,0.70,0.20,188,428
"Single Perfect Solution - EDT",8,1,50,50,0.70,0.20,188,430
"Single Perfect Solution - EDT",8,1,50,50,0.80,0.05,183,380
"Single Perfect Solution - EDT",8,1,50,50,0.80,0.05,183,374
"Single Perfect Solution - EDT",8,1,50,50,0.80,0.10,188,386
"Single Perfect Solution - EDT",8,1,50,50,0.80,0.10,183,388
"Single Perfect Solution - EDT",8,1,50,50,0.80,0.15,183,402
"Single Perfect Solution - EDT",8,1,50,50,0.80,0.15,188,402
"Single Perfect Solution - EDT",8,1,50,50,0.80,0.20,183,414
"Single Perfect Solution - EDT",8,1,50,50,0.80,0.20,188,409
"Single Perfect Solution - EDT",8,1,50,50,0.90,0.05,188,363
"Single Perfect Solution - EDT",8,1,50,50,0.90,0.05,183,363
"Single Perfect Solution - EDT",8,1,50,50,0.90,0.10,183,379
"Single Perfect Solution - EDT",8,1,50,50,0.90,0.10,183,374
"Single Perfect Solution - EDT",8,1,50,50,0.90,0.15,184,387
"Single Perfect Solution - EDT",8,1,50,50,0.90,0.15,188,385
"Single Perfect Solution - EDT",8,1,50,50,0.90,0.20,183,399
"Single Perfect Solution - EDT",8,1,50,50,0.90,0.20,183,403
"Single Perfect Solution - EDT",8,1,80,10,0.40,0.05,188,122
"Single Perfect Solution - EDT",8,1,80,10,0.40,0.05,183,118
"Single Perfect Solution - EDT",8,1,80,10,0.40,0.10,188,124
"Single Perfect Solution - EDT",8,1,80,10,0.40,0.10,188,127
"Single Perfect Solution - EDT",8,1,80,10,0.40,0.15,188,137
"Single Perfect Solution - EDT",8,1,80,10,0.40,0.15,188,135
"Single Perfect Solution - EDT",8,1,80,10,0.40,0.20,188,147
"Single Perfect Solution - EDT",8,1,80,10,0.40,0.20,188,141
"Single Perfect Solution - EDT",8,1,80,10,0.50,0.05,183,112
"Single Perfect Solution - EDT",8,1,80,10,0.50,0.05,188,113
"Single Perfect Solution - EDT",8,1,80,10,0.50,0.10,183,122
"Single Perfect Solution - EDT",8,1,80,10,0.50,0.10,183,125
"Single Perfect Solution - EDT",8,1,80,10,0.50,0.15,188,123
"Single Perfect Solution - EDT",8,1,80,10,0.50,0.15,183,122
"Single Perfect Solution - EDT",8,1,80,10,0.50,0.20,183,125
"Single Perfect Solution - EDT",8,1,80,10,0.50,0.20,188,131
"Single Perfect Solution - EDT",8,1,80,10,0.60,0.05,188,106
"Single Perfect Solution - EDT",8,1,80,10,0.60,0.05,183,109
"Single Perfect Solution - EDT",8,1,80,10,0.60,0.10,188,113
"Single Perfect Solution - EDT",8,1,80,10,0.60,0.10,188,115
"Single Perfect Solution - EDT",8,1,80,10,0.60,0.15,188,122
"Single Perfect Solution - EDT",8,1,80,10,0.60,0.15,188,117
"Single Perfect Solution - EDT",8,1,80,10,0.60,0.20,188,121
"Single Perfect Solution - EDT",8,1,80,10,0.60,0.20,183,120
"Single Perfect Solution - EDT",8,1,80,10,0.70,0.05,183,104
"Single Perfect Solution - EDT",8,1,80,10,0.70,0.05,183,108
"Single Perfect Solution - EDT",8,1,80,10,0.70,0.10,183,111
"Single Perfect Solution - EDT",8,1,80,10,0.70,0.10,188,109
"Single Perfect Solution - EDT",8,1,80,10,0.70,0.15,188,113
"Single Perfect Solution - EDT",8,1,80,10,0.70,0.15,183,113
"Single Perfect Solution - EDT",8,1,80,10,0.70,0.20,183,117
"Single Perfect Solution - EDT",8,1,80,10,0.70,0.20,188,117
"Single Perfect Solution - EDT",8,1,80,10,0.80,0.05,184,101
"Single Perfect Solution - EDT",8,1,80,10,0.80,0.05,184,104
"Single Perfect Solution - EDT",8,1,80,10,0.80,0.10,188,104
"Single Perfect Solution - EDT",8,1,80,10,0.80,0.10,183,106
"Single Perfect Solution - EDT",8,1,80,10,0.80,0.15,183,108
"Single Perfect Solution - EDT",8,1,80,10,0.80,0.15,188,109
"Single Perfect Solution - EDT",8,1,80,10,0.80,0.20,188,115
"Single Perfect Solution - EDT",8,1,80,10,0.80,0.20,183,114
"Single Perfect Solution - EDT",8,1,80,10,0.90,0.05,188,101
"Single Perfect Solution - EDT",8,1,80,10,0.90,0.05,183,99
"Single Perfect Solution - EDT",8,1,80,10,0.90,0.10,192,102
"Single Perfect Solution - EDT",8,1,80,10,0.90,0.10,188,106
"Single Perfect Solution - EDT",8,1,80,10,0.90,0.15,192,106
"Single Perfect Solution - EDT",8,1,80,10,0.90,0.15,183,106
"Single Perfect Solution - EDT",8,1,80,10,0.90,0.20,188,112
"Single Perfect Solution - EDT",8,1,80,10,0.90,0.20,183,117
"Single Perfect Solution - EDT",8,1,80,20,0.40,0.05,183,261
"Single Perfect Solution - EDT",8,1,80,20,0.40,0.05,188,266
"Single Perfect Solution - EDT",8,1,80,20,0.40,0.10,183,274
"Single Perfect Solution - EDT",8,1,80,20,0.40,0.10,183,276
"Single Perfect Solution - EDT",8,1,80,20,0.40,0.15,188,283
"Single Perfect Solution - EDT",8,1,80,20,0.40,0.15,183,291
"Single Perfect Solution - EDT",8,1,80,20,0.40,0.20,188,312
"Single Perfect Solution - EDT",8,1,80,20,0.40,0.20,188,305
"Single Perfect Solution - EDT",8,1,80,20,0.50,0.05,188,246
"Single Perfect Solution - EDT",8,1,80,20,0.50,0.05,183,249
"Single Perfect Solution - EDT",8,1,80,20,0.50,0.10,188,255
"Single Perfect Solution - EDT",8,1,80,20,0.50,0.10,183,260
"Single Perfect Solution - EDT",8,1,80,20,0.50,0.15,188,269
"Single Perfect Solution - EDT",8,1,80,20,0.50,0.15,192,264
"Single Perfect Solution - EDT",8,1,80,20,0.50,0.20,188,283
"Single Perfect Solution - EDT",8,1,80,20,0.50,0.20,188,270
"Single Perfect Solution - EDT",8,1,80,20,0.60,0.05,183,231
"Single Perfect Solution - EDT",8,1,80,20,0.60,0.05,184,244
"Single Perfect Solution - EDT",8,1,80,20,0.60,0.10,188,265
"Single Perfect Solution - EDT",8,1,80,20,0.60,0.10,188,251
"Single Perfect Solution - EDT",8,1,80,20,0.60,0.15,188,282
"Single Perfect Solution - EDT",8,1,80,20,0.60,0.15,188,265
"Single Perfect Solution - EDT",8,1,80,20,0.60,0.20,188,273
"Single Perfect Solution - EDT",8,1,80,20,0.60,0.20,188,277
"Single Perfect Solution - EDT",8,1,80,20,0.70,0.05,183,223
"Single Perfect Solution - EDT",8,1,80,20,0.70,0.05,183,224
"Single Perfect Solution - EDT",8,1,80,20,0.70,0.10,188,241
"Single Perfect Solution - EDT",8,1,80,20,0.70,0.10,183,229
"Single Perfect Solution - EDT",8,1,80,20,0.70,0.15,188,243
"Single Perfect Solution - EDT",8,1,80,20,0.70,0.15,188,241
"Single Perfect Solution - EDT",8,1,80,20,0.70,0.20,183,251
"Single Perfect Solution - EDT",8,1,80,20,0.70,0.20,188,246
"Single Perfect Solution - EDT",8,1,80,20,0.80,0.05,184,221
"Single Perfect Solution - EDT",8,1,80,20,0.80,0.05,188,211
"Single Perfect Solution - EDT",8,1,80,20,0.80,0.10,188,226
"Single Perfect Solution - EDT",8,1,80,20,0.80,0.10,183,229
"Single Perfect Solution - EDT",8,1,80,20,0.80,0.15,188,227
"Single Perfect Solution - EDT",8,1,80,20,0.80,0.15,188,231
"Single Perfect Solution - EDT",8,1,80,20,0.80,0.20,188,238
"Single Perfect Solution - EDT",8,1,80,20,0.80,0.20,183,241
"Single Perfect Solution - EDT",8,1,80,20,0.90,0.05,183,208
"Single Perfect Solution - EDT",8,1,80,20,0.90,0.05,188,206
"Single Perfect Solution - EDT",8,1,80,20,0.90,0.10,188,214
"Single Perfect Solution - EDT",8,1,80,20,0.90,0.10,183,210
"Single Perfect Solution - EDT",8,1,80,20,0.90,0.15,188,224
"Single Perfect Solution - EDT",8,1,80,20,0.90,0.15,188,222
"Single Perfect Solution - EDT",8,1,80,20,0.90,0.20,188,235
"Single Perfect Solution - EDT",8,1,80,20,0.90,0.20,183,228
"Single Perfect Solution - EDT",8,1,80,30,0.40,0.05,188,410
"Single Perfect Solution - EDT",8,1,80,30,0.40,0.05,186,414
"Single Perfect Solution - EDT",8,1,80,30,0.40,0.10,188,437
"Single Perfect Solution - EDT",8,1,80,30,0.40,0.10,188,438
"Single Perfect Solution - EDT",8,1,80,30,0.40,0.15,188,469
"Single Perfect Solution - EDT",8,1,80,30,0.40,0.15,188,478
"Single Perfect Solution - EDT",8,1,80,30,0.40,0.20,183,482
"Single Perfect Solution - EDT",8,1,80,30,0.40,0.20,183,476
"Single Perfect Solution - EDT",8,1,80,30,0.50,0.05,185,393
"Single Perfect Solution - EDT",8,1,80,30,0.50,0.05,188,382
"Single Perfect Solution - EDT",8,1,80,30,0.50,0.10,188,412
"Single Perfect Solution - EDT",8,1,80,30,0.50,0.10,183,400
"Single Perfect Solution - EDT",8,1,80,30,0.50,0.15,188,435
"Single Perfect Solution - EDT",8,1,80,30,0.50,0.15,183,435
"Single Perfect Solution - EDT",8,1,80,30,0.50,0.20,188,438
"Single Perfect Solution - EDT",8,1,80,30,0.50,0.20,188,434
"Single Perfect Solution - EDT",8,1,80,30,0.60,0.05,183,362
"Single Perfect Solution - EDT",8,1,80,30,0.60,0.05,183,363
"Single Perfect Solution - EDT",8,1,80,30,0.60,0.10,183,379
"Single Perfect Solution - EDT",8,1,80,30,0.60,0.10,183,376
"Single Perfect Solution - EDT",8,1,80,30,0.60,0.15,188,388
"Single Perfect Solution - EDT",8,1,80,30,0.60,0.15,188,392
"Single Perfect Solution - EDT",8,1,80,30,0.60,0.20,183,404
"Single Perfect Solution - EDT",8,1,80,30,0.60,0.20,188,417
"Single Perfect Solution - EDT",8,1,80,30,0.70,0.05,188,353
"Single Perfect Solution - EDT",8,1,80,30,0.70,0.05,183,348
"Single Perfect Solution - EDT",8,1,80,30,0.70,0.10,183,367
"Single Perfect Solution - EDT",8,1,80,30,0.70,0.10,188,370
"Single Perfect Solution - EDT",8,1,80,30,0.70,0.15,183,378
"Single Perfect Solution - EDT",8,1,80,30,0.70,0.15,183,376
"Single Perfect Solution - EDT",8,1,80,30,0.70,0.20,183,389
"Single Perfect Solution - EDT",8,1,80,30,0.70,0.20,183,387
"Single Perfect Solution - EDT",8,1,80,30,0.80,0.05,183,341
"Single Perfect Solution - EDT",8,1,80,30,0.80,0.05,186,343
"Single Perfect Solution - EDT",8,1,80,30,0.80,0.10,188,355
"Single Perfect Solution - EDT",8,1,80,30,0.80,0.10,188,353
"Single Perfect Solution - EDT",8,1,80,30,0.80,0.15,188,355
"Single Perfect Solution - EDT",8,1,80,30,0.80,0.15,188,350
"Single Perfect Solution - EDT",8,1,80,30,0.80,0.20,188,378
"Single Perfect Solution - EDT",8,1,80,30,0.80,0.20,188,370
"Single Perfect Solution - EDT",8,1,80,30,0.90,0.05,183,325
"Single Perfect Solution - EDT",8,1,80,30,0.90,0.05,183,322
"Single Perfect Solution - EDT",8,1,80,30,0.90,0.10,188,334
"Single Perfect Solution - EDT",8,1,80,30,0.90,0.10,188,341
"Single Perfect Solution - EDT",8,1,80,30,0.90,0.15,188,345
"Single Perfect Solution - EDT",8,1,80,30,0.90,0.15,188,347
"Single Perfect Solution - EDT",8,1,80,30,0.90,0.20,188,355
"Single Perfect Solution - EDT",8,1,80,30,0.90,0.20,188,359
"Single Perfect Solution - EDT",8,1,80,40,0.40,0.05,185,601
"Single Perfect Solution - EDT",8,1,80,40,0.40,0.05,183,575
"Single Perfect Solution - EDT",8,1,80,40,0.40,0.10,188,631
"Single Perfect Solution - EDT",8,1,80,40,0.40,0.10,183,626
"Single Perfect Solution - EDT",8,1,80,40,0.40,0.15,188,651
"Single Perfect Solution - EDT",8,1,80,40,0.40,0.15,188,644
"Single Perfect Solution - EDT",8,1,80,40,0.40,0.20,188,681
"Single Perfect Solution - EDT",8,1,80,40,0.40,0.20,188,680
"Single Perfect Solution - EDT",8,1,80,40,0.50,0.05,188,540
"Single Perfect Solution - EDT",8,1,80,40,0.50,0.05,183,546
"Single Perfect Solution - EDT",8,1,80,40,0.50,0.10,183,557
"Single Perfect Solution - EDT",8,1,80,40,0.50,0.10,183,576
"Single Perfect Solution - EDT",8,1,80,40,0.50,0.15,183,601
"Single Perfect Solution - EDT",8,1,80,40,0.50,0.15,183,584
"Single Perfect Solution - EDT",8,1,80,40,0.50,0.20,188,607
"Single Perfect Solution - EDT",8,1,80,40,0.50,0.20,183,600
"Single Perfect Solution - EDT",8,1,80,40,0.60,0.05,183,521
"Single Perfect Solution - EDT",8,1,80,40,0.60,0.05,188,511
"Single Perfect Solution - EDT",8,1,80,40,0.60,0.10,188,526
"Single Perfect Solution - EDT",8,1,80,40,0.60,0.10,188,520
"Single Perfect Solution - EDT",8,1,80,40,0.60,0.15,188,560
"Single Perfect Solution - EDT",8,1,80,40,0.60,0.15,188,546
"Single Perfect Solution - EDT",8,1,80,40,0.60,0.20,188,573
"Single Perfect Solution - EDT",8,1,80,40,0.60,0.20,188,572
"Single Perfect Solution - EDT",8,1,80,40,0.70,0.05,184,481
"Single Perfect Solution - EDT",8,1,80,40,0.70,0.05,183,488
"Single Perfect Solution - EDT",8,1,80,40,0.70,0.10,188,498
"Single Perfect Solution - EDT",8,1,80,40,0.70,0.10,183,506
"Single Perfect Solution - EDT",8,1,80,40,0.70,0.15,183,511
"Single Perfect Solution - EDT",8,1,80,40,0.70,0.15,183,523
"Single Perfect Solution - EDT",8,1,80,40,0.70,0.20,188,529
"Single Perfect Solution - EDT",8,1,80,40,0.70,0.20,188,525
"Single Perfect Solution - EDT",8,1,80,40,0.80,0.05,183,464
"Single Perfect Solution - EDT",8,1,80,40,0.80,0.05,186,464
"Single Perfect Solution - EDT",8,1,80,40,0.80,0.10,183,477
"Single Perfect Solution - EDT",8,1,80,40,0.80,0.10,183,479
"Single Perfect Solution - EDT",8,1,80,40,0.80,0.15,188,494
"Single Perfect Solution - EDT",8,1,80,40,0.80,0.15,183,491
"Single Perfect Solution - EDT",8,1,80,40,0.80,0.20,188,504
"Single Perfect Solution - EDT",8,1,80,40,0.80,0.20,188,507
"Single Perfect Solution - EDT",8,1,80,40,0.90,0.05,184,444
"Single Perfect Solution - EDT",8,1,80,40,0.90,0.05,183,454
"Single Perfect Solution - EDT",8,1,80,40,0.90,0.10,188,460
"Single Perfect Solution - EDT",8,1,80,40,0.90,0.10,188,470
"Single Perfect Solution - EDT",8,1,80,40,0.90,0.15,188,477
"Single Perfect Solution - EDT",8,1,80,40,0.90,0.15,188,485
"Single Perfect Solution - EDT",8,1,80,40,0.90,0.20,188,492
"Single Perfect Solution - EDT",8,1,80,40,0.90,0.20,183,497
"Single Perfect Solution - EDT",8,1,80,50,0.40,0.05,188,779
"Single Perfect Solution - EDT",8,1,80,50,0.40,0.05,183,785
"Single Perfect Solution - EDT",8,1,80,50,0.40,0.10,188,854
"Single Perfect Solution - EDT",8,1,80,50,0.40,0.10,188,858
"Single Perfect Solution - EDT",8,1,80,50,0.40,0.15,183,867
"Single Perfect Solution - EDT",8,1,80,50,0.40,0.15,183,844
"Single Perfect Solution - EDT",8,1,80,50,0.40,0.20,183,860
"Single Perfect Solution - EDT",8,1,80,50,0.40,0.20,183,916
"Single Perfect Solution - EDT",8,1,80,50,0.50,0.05,188,753
"Single Perfect Solution - EDT",8,1,80,50,0.50,0.05,183,741
"Single Perfect Solution - EDT",8,1,80,50,0.50,0.10,188,727
"Single Perfect Solution - EDT",8,1,80,50,0.50,0.10,188,742
"Single Perfect Solution - EDT",8,1,80,50,0.50,0.15,188,760
"Single Perfect Solution - EDT",8,1,80,50,0.50,0.15,183,760
"Single Perfect Solution - EDT",8,1,80,50,0.50,0.20,188,799
"Single Perfect Solution - EDT",8,1,80,50,0.50,0.20,188,794
"Single Perfect Solution - EDT",8,1,80,50,0.60,0.05,184,651
"Single Perfect Solution - EDT",8,1,80,50,0.60,0.05,183,652
"Single Perfect Solution - EDT",8,1,80,50,0.60,0.10,183,682
"Single Perfect Solution - EDT",8,1,80,50,0.60,0.10,188,680
"Single Perfect Solution - EDT",8,1,80,50,0.60,0.15,188,727
"Single Perfect Solution - EDT",8,1,80,50,0.60,0.15,188,695
"Single Perfect Solution - EDT",8,1,80,50,0.60,0.20,188,724
"Single Perfect Solution - EDT",8,1,80,50,0.60,0.20,188,727
"Single Perfect Solution - EDT",8,1,80,50,0.70,0.05,188,628
"Single Perfect Solution - EDT",8,1,80,50,0.70,0.05,188,619
"Single Perfect Solution - EDT",8,1,80,50,0.70,0.10,183,652
"Single Perfect Solution - EDT",8,1,80,50,0.70,0.10,183,653
"Single Perfect Solution - EDT",8,1,80,50,0.70,0.15,183,676
"Single Perfect Solution - EDT",8,1,80,50,0.70,0.15,188,682
"Single Perfect Solution - EDT",8,1,80,50,0.70,0.20,183,701
"Single Perfect Solution - EDT",8,1,80,50,0.70,0.20,188,699
"Single Perfect Solution - EDT",8,1,80,50,0.80,0.05,188,600
"Single Perfect Solution - EDT",8,1,80,50,0.80,0.05,183,620
"Single Perfect Solution - EDT",8,1,80,50,0.80,0.10,183,622
"Single Perfect Solution - EDT",8,1,80,50,0.80,0.10,188,622
"Single Perfect Solution - EDT",8,1,80,50,0.80,0.15,188,638
"Single Perfect Solution - EDT",8,1,80,50,0.80,0.15,188,639
"Single Perfect Solution - EDT",8,1,80,50,0.80,0.20,188,653
"Single Perfect Solution - EDT",8,1,80,50,0.80,0.20,188,663
"Single Perfect Solution - EDT",8,1,80,50,0.90,0.05,186,579
"Single Perfect Solution - EDT",8,1,80,50,0.90,0.05,183,584
"Single Perfect Solution - EDT",8,1,80,50,0.90,0.10,188,598
"Single Perfect Solution - EDT",8,1,80,50,0.90,0.10,188,601
"Single Perfect Solution - EDT",8,1,80,50,0.90,0.15,183,611
"Single Perfect Solution - EDT",8,1,80,50,0.90,0.15,188,615
"Single Perfect Solution - EDT",8,1,80,50,0.90,0.20,183,633
"Single Perfect Solution - EDT",8,1,80,50,0.90,0.20,183,644
"Single Perfect Solution - SOT",8,1,50,10,0.40,0.05,229,77
"Single Perfect Solution - SOT",8,1,50,10,0.40,0.05,229,82
"Single Perfect Solution - SOT",8,1,50,10,0.40,0.10,229,81
"Single Perfect Solution - SOT",8,1,50,10,0.40,0.10,229,82
"Single Perfect Solution - SOT",8,1,50,10,0.40,0.15,229,83
"Single Perfect Solution - SOT",8,1,50,10,0.40,0.15,229,88
"Single Perfect Solution - SOT",8,1,50,10,0.40,0.20,229,93
"Single Perfect Solution - SOT",8,1,50,10,0.40,0.20,229,87
"Single Perfect Solution - SOT",8,1,50,10,0.50,0.05,229,71
"Single Perfect Solution - SOT",8,1,50,10,0.50,0.05,229,71
"Single Perfect Solution - SOT",8,1,50,10,0.50,0.10,229,75
"Single Perfect Solution - SOT",8,1,50,10,0.50,0.10,229,75
"Single Perfect Solution - SOT",8,1,50,10,0.50,0.15,229,78
"Single Perfect Solution - SOT",8,1,50,10,0.50,0.15,229,77
"Single Perfect Solution - SOT",8,1,50,10,0.50,0.20,229,83
"Single Perfect Solution - SOT",8,1,50,10,0.50,0.20,229,84
"Single Perfect Solution - SOT",8,1,50,10,0.60,0.05,229,68
"Single Perfect Solution - SOT",8,1,50,10,0.60,0.05,229,67
"Single Perfect Solution - SOT",8,1,50,10,0.60,0.10,229,71
"Single Perfect Solution - SOT",8,1,50,10,0.60,0.10,229,72
"Single Perfect Solution - SOT",8,1,50,10,0.60,0.15,229,74
"Single Perfect Solution - SOT",8,1,50,10,0.60,0.15,229,71
"Single Perfect Solution - SOT",8,1,50,10,0.60,0.20,229,81
"Single Perfect Solution - SOT",8,1,50,10,0.60,0.20,229,77
"Single Perfect Solution - SOT",8,1,50,10,0.70,0.05,229,66
"Single Perfect Solution - SOT",8,1,50,10,0.70,0.05,264,64
"Single Perfect Solution - SOT",8,1,50,10,0.70,0.10,229,75
"Single Perfect Solution - SOT",8,1,50,10,0.70,0.10,229,68
"Single Perfect Solution - SOT",8,1,50,10,0.70,0.15,229,70
"Single Perfect Solution - SOT",8,1,50,10,0.70,0.15,229,70
"Single Perfect Solution - SOT",8,1,50,10,0.70,0.20,229,72
"Single Perfect Solution - SOT",8,1,50,10,0.70,0.20,229,72
"Single Perfect Solution - SOT",8,1,50,10,0.80,0.05,229,65
"Single Perfect Solution - SOT",8,1,50,10,0.80,0.05,264,63
"Single Perfect Solution - SOT",8,1,50,10,0.80,0.10,233,66
"Single Perfect Solution - SOT",8,1,50,10,0.80,0.10,229,66
"Single Perfect Solution - SOT",8,1,50,10,0.80,0.15,229,68
"Single Perfect Solution - SOT",8,1,50,10,0.80,0.15,229,68
"Single Perfect Solution - SOT",8,1,50,10,0.80,0.20,229,71
"Single Perfect Solution - SOT",8,1,50,10,0.80,0.20,229,71
"Single Perfect Solution - SOT",8,1,50,10,0.90,0.05,264,62
"Single Perfect Solution - SOT",8,1,50,10,0.90,0.05,264,61
"Single Perfect Solution - SOT",8,1,50,10,0.90,0.10,229,64
"Single Perfect Solution - SOT",8,1,50,10,0.90,0.10,229,65
"Single Perfect Solution - SOT",8,1,50,10,0.90,0.15,229,67
"Single Perfect Solution - SOT",8,1,50,10,0.90,0.15,229,66
"Single Perfect Solution - SOT",8,1,50,10,0.90,0.20,229,68
"Single Perfect Solution - SOT",8,1,50,10,0.90,0.20,229,68
"Single Perfect Solution - SOT",8,1,50,20,0.40,0.05,229,161
"Single Perfect Solution - SOT",8,1,50,20,0.40,0.05,229,165
"Single Perfect Solution - SOT",8,1,50,20,0.40,0.10,229,169
"Single Perfect Solution - SOT",8,1,50,20,0.40,0.10,229,172
"Single Perfect Solution - SOT",8,1,50,20,0.40,0.15,229,189
"Single Perfect Solution - SOT",8,1,50,20,0.40,0.15,229,180
"Single Perfect Solution - SOT",8,1,50,20,0.40,0.20,229,191
"Single Perfect Solution - SOT",8,1,50,20,0.40,0.20,229,191
"Single Perfect Solution - SOT",8,1,50,20,0.50,0.05,229,150
"Single Perfect Solution - SOT",8,1,50,20,0.50,0.05,229,151
"Single Perfect Solution - SOT",8,1,50,20,0.50,0.10,229,164
"Single Perfect Solution - SOT",8,1,50,20,0.50,0.10,229,158
"Single Perfect Solution - SOT",8,1,50,20,0.50,0.15,229,164
"Single Perfect Solution - SOT",8,1,50,20,0.50,0.15,229,164
"Single Perfect Solution - SOT",8,1,50,20,0.50,0.20,229,175
"Single Perfect Solution - SOT",8,1,50,20,0.50,0.20,229,173
"Single Perfect Solution - SOT",8,1,50,20,0.60,0.05,229,142
"Single Perfect Solution - SOT",8,1,50,20,0.60,0.05,229,142
"Single Perfect Solution - SOT",8,1,50,20,0.60,0.10,229,151
"Single Perfect Solution - SOT",8,1,50,20,0.60,0.10,229,150
"Single Perfect Solution - SOT",8,1,50,20,0.60,0.15,191,155
"Single Perfect Solution - SOT",8,1,50,20,0.60,0.15,229,154
"Single Perfect Solution - SOT",8,1,50,20,0.60,0.20,229,162
"Single Perfect Solution - SOT",8,1,50,20,0.60,0.20,229,162
"Single Perfect Solution - SOT",8,1,50,20,0.70,0.05,229,144
"Single Perfect Solution - SOT",8,1,50,20,0.70,0.05,229,142
"Single Perfect Solution - SOT",8,1,50,20,0.70,0.10,229,145
"Single Perfect Solution - SOT",8,1,50,20,0.70,0.10,229,143
"Single Perfect Solution - SOT",8,1,50,20,0.70,0.15,229,152
"Single Perfect Solution - SOT",8,1,50,20,0.70,0.15,229,150
"Single Perfect Solution - SOT",8,1,50,20,0.70,0.20,229,154
"Single Perfect Solution - SOT",8,1,50,20,0.70,0.20,229,154
"Single Perfect Solution - SOT",8,1,50,20,0.80,0.05,229,133
"Single Perfect Solution - SOT",8,1,50,20,0.80,0.05,229,132
"Single Perfect Solution - SOT",8,1,50,20,0.80,0.10,229,137
"Single Perfect Solution - SOT",8,1,50,20,0.80,0.10,229,139
"Single Perfect Solution - SOT",8,1,50,20,0.80,0.15,229,139
"Single Perfect Solution - SOT",8,1,50,20,0.80,0.15,229,143
"Single Perfect Solution - SOT",8,1,50,20,0.80,0.20,229,154
"Single Perfect Solution - SOT",8,1,50,20,0.80,0.20,229,147
"Single Perfect Solution - SOT",8,1,50,20,0.90,0.05,229,129
"Single Perfect Solution - SOT",8,1,50,20,0.90,0.05,229,128
"Single Perfect Solution - SOT",8,1,50,20,0.90,0.10,229,132
"Single Perfect Solution - SOT",8,1,50,20,0.90,0.10,229,133
"Single Perfect Solution - SOT",8,1,50,20,0.90,0.15,229,139
"Single Perfect Solution - SOT",8,1,50,20,0.90,0.15,229,141
"Single Perfect Solution - SOT",8,1,50,20,0.90,0.20,229,140
"Single Perfect Solution - SOT",8,1,50,20,0.90,0.20,229,142
"Single Perfect Solution - SOT",8,1,50,30,0.40,0.05,229,260
"Single Perfect Solution - SOT",8,1,50,30,0.40,0.05,229,258
"Single Perfect Solution - SOT",8,1,50,30,0.40,0.10,229,272
"Single Perfect Solution - SOT",8,1,50,30,0.40,0.10,229,277
"Single Perfect Solution - SOT",8,1,50,30,0.40,0.15,229,309
