Title,Vessels,Cranes,Generations,PopulationSize,Crossover,Mutation,BestDelay,TimeMS
"Single Perfect Solution",8,1,50,10,0.40,0.05,241,80
"Single Perfect Solution",8,1,50,10,0.40,0.05,232,76
"Single Perfect Solution",8,1,50,10,0.40,0.10,244,79
"Single Perfect Solution",8,1,50,10,0.40,0.10,244,85
"Single Perfect Solution",8,1,50,10,0.40,0.15,244,82
"Single Perfect Solution",8,1,50,10,0.40,0.15,244,88
"Single Perfect Solution",8,1,50,10,0.40,0.20,241,88
"Single Perfect Solution",8,1,50,10,0.40,0.20,244,91
"Single Perfect Solution",8,1,50,10,0.50,0.05,242,70
"Single Perfect Solution",8,1,50,10,0.50,0.05,242,70
"Single Perfect Solution",8,1,50,10,0.50,0.10,242,71
"Single Perfect Solution",8,1,50,10,0.50,0.10,244,74
"Single Perfect Solution",8,1,50,10,0.50,0.15,241,76
"Single Perfect Solution",8,1,50,10,0.50,0.15,244,74
"Single Perfect Solution",8,1,50,10,0.50,0.20,244,82
"Single Perfect Solution",8,1,50,10,0.50,0.20,244,84
"Single Perfect Solution",8,1,50,10,0.60,0.05,244,69
"Single Perfect Solution",8,1,50,10,0.60,0.05,244,69
"Single Perfect Solution",8,1,50,10,0.60,0.10,244,70
"Single Perfect Solution",8,1,50,10,0.60,0.10,244,69
"Single Perfect Solution",8,1,50,10,0.60,0.15,244,73
"Single Perfect Solution",8,1,50,10,0.60,0.15,244,73
"Single Perfect Solution",8,1,50,10,0.60,0.20,244,77
"Single Perfect Solution",8,1,50,10,0.60,0.20,241,76
"Single Perfect Solution",8,1,50,10,0.70,0.05,240,66
"Single Perfect Solution",8,1,50,10,0.70,0.05,244,64
"Single Perfect Solution",8,1,50,10,0.70,0.10,242,67
"Single Perfect Solution",8,1,50,10,0.70,0.10,244,69
"Single Perfect Solution",8,1,50,10,0.70,0.15,241,71
"Single Perfect Solution",8,1,50,10,0.70,0.15,233,70
"Single Perfect Solution",8,1,50,10,0.70,0.20,244,72
"Single Perfect Solution",8,1,50,10,0.70,0.20,241,80
"Single Perfect Solution",8,1,50,10,0.80,0.05,244,64
"Single Perfect Solution",8,1,50,10,0.80,0.05,257,64
"Single Perfect Solution",8,1,50,10,0.80,0.10,241,66
"Single Perfect Solution",8,1,50,10,0.80,0.10,241,65
"Single Perfect Solution",8,1,50,10,0.80,0.15,241,68
"Single Perfect Solution",8,1,50,10,0.80,0.15,244,69
"Single Perfect Solution",8,1,50,10,0.80,0.20,244,71
"Single Perfect Solution",8,1,50,10,0.80,0.20,241,71
"Single Perfect Solution",8,1,50,10,0.90,0.05,244,65
"Single Perfect Solution",8,1,50,10,0.90,0.05,244,63
"Single Perfect Solution",8,1,50,10,0.90,0.10,244,66
"Single Perfect Solution",8,1,50,10,0.90,0.10,244,66
"Single Perfect Solution",8,1,50,10,0.90,0.15,244,67
"Single Perfect Solution",8,1,50,10,0.90,0.15,244,68
"Single Perfect Solution",8,1,50,10,0.90,0.20,244,69
"Single Perfect Solution",8,1,50,10,0.90,0.20,244,70
"Single Perfect Solution",8,1,50,20,0.40,0.05,244,168
"Single Perfect Solution",8,1,50,20,0.40,0.05,244,164
"Single Perfect Solution",8,1,50,20,0.40,0.10,241,170
"Single Perfect Solution",8,1,50,20,0.40,0.10,244,173
"Single Perfect Solution",8,1,50,20,0.40,0.15,243,181
"Single Perfect Solution",8,1,50,20,0.40,0.15,244,179
"Single Perfect Solution",8,1,50,20,0.40,0.20,244,190
"Single Perfect Solution",8,1,50,20,0.40,0.20,244,190
"Single Perfect Solution",8,1,50,20,0.50,0.05,244,155
"Single Perfect Solution",8,1,50,20,0.50,0.05,244,153
"Single Perfect Solution",8,1,50,20,0.50,0.10,237,163
"Single Perfect Solution",8,1,50,20,0.50,0.10,244,158
"Single Perfect Solution",8,1,50,20,0.50,0.15,241,163
"Single Perfect Solution",8,1,50,20,0.50,0.15,241,166
"Single Perfect Solution",8,1,50,20,0.50,0.20,242,170
"Single Perfect Solution",8,1,50,20,0.50,0.20,244,180
"Single Perfect Solution",8,1,50,20,0.60,0.05,244,146
"Single Perfect Solution",8,1,50,20,0.60,0.05,244,149
"Single Perfect Solution",8,1,50,20,0.60,0.10,241,150
"Single Perfect Solution",8,1,50,20,0.60,0.10,244,149
"Single Perfect Solution",8,1,50,20,0.60,0.15,244,155
"Single Perfect Solution",8,1,50,20,0.60,0.15,244,155
"Single Perfect Solution",8,1,50,20,0.60,0.20,244,164
"Single Perfect Solution",8,1,50,20,0.60,0.20,244,159
"Single Perfect Solution",8,1,50,20,0.70,0.05,244,139
"Single Perfect Solution",8,1,50,20,0.70,0.05,223,144
"Single Perfect Solution",8,1,50,20,0.70,0.10,235,146
"Single Perfect Solution",8,1,50,20,0.70,0.10,242,145
"Single Perfect Solution",8,1,50,20,0.70,0.15,241,152
"Single Perfect Solution",8,1,50,20,0.70,0.15,244,150
"Single Perfect Solution",8,1,50,20,0.70,0.20,244,164
"Single Perfect Solution",8,1,50,20,0.70,0.20,244,151
"Single Perfect Solution",8,1,50,20,0.80,0.05,241,134
"Single Perfect Solution",8,1,50,20,0.80,0.05,242,133
"Single Perfect Solution",8,1,50,20,0.80,0.10,241,142
"Single Perfect Solution",8,1,50,20,0.80,0.10,241,141
"Single Perfect Solution",8,1,50,20,0.80,0.15,183,152
"Single Perfect Solution",8,1,50,20,0.80,0.15,244,147
"Single Perfect Solution",8,1,50,20,0.80,0.20,244,146
"Single Perfect Solution",8,1,50,20,0.80,0.20,244,150
"Single Perfect Solution",8,1,50,20,0.90,0.05,242,127
"Single Perfect Solution",8,1,50,20,0.90,0.05,242,130
"Single Perfect Solution",8,1,50,20,0.90,0.10,241,135
"Single Perfect Solution",8,1,50,20,0.90,0.10,244,138
"Single Perfect Solution",8,1,50,20,0.90,0.15,244,142
"Single Perfect Solution",8,1,50,20,0.90,0.15,241,140
"Single Perfect Solution",8,1,50,20,0.90,0.20,244,142
"Single Perfect Solution",8,1,50,20,0.90,0.20,244,143
"Single Perfect Solution",8,1,50,30,0.40,0.05,241,261
"Single Perfect Solution",8,1,50,30,0.40,0.05,242,261
"Single Perfect Solution",8,1,50,30,0.40,0.10,221,275
"Single Perfect Solution",8,1,50,30,0.40,0.10,242,274
"Single Perfect Solution",8,1,50,30,0.40,0.15,224,290
"Single Perfect Solution",8,1,50,30,0.40,0.15,243,297
"Single Perfect Solution",8,1,50,30,0.40,0.20,244,301
"Single Perfect Solution",8,1,50,30,0.40,0.20,244,298
"Single Perfect Solution",8,1,50,30,0.50,0.05,244,249
"Single Perfect Solution",8,1,50,30,0.50,0.05,244,241
"Single Perfect Solution",8,1,50,30,0.50,0.10,218,251
"Single Perfect Solution",8,1,50,30,0.50,0.10,241,250
"Single Perfect Solution",8,1,50,30,0.50,0.15,244,265
"Single Perfect Solution",8,1,50,30,0.50,0.15,244,260
"Single Perfect Solution",8,1,50,30,0.50,0.20,244,270
"Single Perfect Solution",8,1,50,30,0.50,0.20,244,275
"Single Perfect Solution",8,1,50,30,0.60,0.05,244,231
"Single Perfect Solution",8,1,50,30,0.60,0.05,241,226
"Single Perfect Solution",8,1,50,30,0.60,0.10,241,238
"Single Perfect Solution",8,1,50,30,0.60,0.10,244,237
"Single Perfect Solution",8,1,50,30,0.60,0.15,241,248
"Single Perfect Solution",8,1,50,30,0.60,0.15,244,241
"Single Perfect Solution",8,1,50,30,0.60,0.20,218,252
"Single Perfect Solution",8,1,50,30,0.60,0.20,244,251
"Single Perfect Solution",8,1,50,30,0.70,0.05,241,220
"Single Perfect Solution",8,1,50,30,0.70,0.05,241,237
"Single Perfect Solution",8,1,50,30,0.70,0.10,242,227
"Single Perfect Solution",8,1,50,30,0.70,0.10,241,229
"Single Perfect Solution",8,1,50,30,0.70,0.15,231,239
"Single Perfect Solution",8,1,50,30,0.70,0.15,244,244
"Single Perfect Solution",8,1,50,30,0.70,0.20,244,240
"Single Perfect Solution",8,1,50,30,0.70,0.20,244,239
"Single Perfect Solution",8,1,50,30,0.80,0.05,244,219
"Single Perfect Solution",8,1,50,30,0.80,0.05,195,211
"Single Perfect Solution",8,1,50,30,0.80,0.10,233,223
"Single Perfect Solution",8,1,50,30,0.80,0.10,244,218
"Single Perfect Solution",8,1,50,30,0.80,0.15,244,226
"Single Perfect Solution",8,1,50,30,0.80,0.15,237,227
"Single Perfect Solution",8,1,50,30,0.80,0.20,244,234
"Single Perfect Solution",8,1,50,30,0.80,0.20,244,235
"Single Perfect Solution",8,1,50,30,0.90,0.05,241,202
"Single Perfect Solution",8,1,50,30,0.90,0.05,242,209
"Single Perfect Solution",8,1,50,30,0.90,0.10,244,213
"Single Perfect Solution",8,1,50,30,0.90,0.10,220,208
"Single Perfect Solution",8,1,50,30,0.90,0.15,244,217
"Single Perfect Solution",8,1,50,30,0.90,0.15,244,218
"Single Perfect Solution",8,1,50,30,0.90,0.20,213,226
"Single Perfect Solution",8,1,50,30,0.90,0.20,244,225
"Single Perfect Solution",8,1,50,40,0.40,0.05,242,369
"Single Perfect Solution",8,1,50,40,0.40,0.05,244,371
"Single Perfect Solution",8,1,50,40,0.40,0.10,244,395
"Single Perfect Solution",8,1,50,40,0.40,0.10,241,378
"Single Perfect Solution",8,1,50,40,0.40,0.15,244,405
"Single Perfect Solution",8,1,50,40,0.40,0.15,241,405
"Single Perfect Solution",8,1,50,40,0.40,0.20,244,422
"Single Perfect Solution",8,1,50,40,0.40,0.20,241,420
"Single Perfect Solution",8,1,50,40,0.50,0.05,244,334
"Single Perfect Solution",8,1,50,40,0.50,0.05,242,331
"Single Perfect Solution",8,1,50,40,0.50,0.10,244,347
"Single Perfect Solution",8,1,50,40,0.50,0.10,233,358
"Single Perfect Solution",8,1,50,40,0.50,0.15,244,361
"Single Perfect Solution",8,1,50,40,0.50,0.15,244,368
"Single Perfect Solution",8,1,50,40,0.50,0.20,241,383
"Single Perfect Solution",8,1,50,40,0.50,0.20,244,372
"Single Perfect Solution",8,1,50,40,0.60,0.05,233,317
"Single Perfect Solution",8,1,50,40,0.60,0.05,243,312
"Single Perfect Solution",8,1,50,40,0.60,0.10,242,337
"Single Perfect Solution",8,1,50,40,0.60,0.10,242,325
"Single Perfect Solution",8,1,50,40,0.60,0.15,244,337
"Single Perfect Solution",8,1,50,40,0.60,0.15,244,341
"Single Perfect Solution",8,1,50,40,0.60,0.20,244,356
"Single Perfect Solution",8,1,50,40,0.60,0.20,237,354
"Single Perfect Solution",8,1,50,40,0.70,0.05,241,301
"Single Perfect Solution",8,1,50,40,0.70,0.05,241,308
"Single Perfect Solution",8,1,50,40,0.70,0.10,243,314
"Single Perfect Solution",8,1,50,40,0.70,0.10,242,321
"Single Perfect Solution",8,1,50,40,0.70,0.15,244,333
"Single Perfect Solution",8,1,50,40,0.70,0.15,244,327
"Single Perfect Solution",8,1,50,40,0.70,0.20,244,336
"Single Perfect Solution",8,1,50,40,0.70,0.20,244,341
"Single Perfect Solution",8,1,50,40,0.80,0.05,244,300
"Single Perfect Solution",8,1,50,40,0.80,0.05,242,300
"Single Perfect Solution",8,1,50,40,0.80,0.10,244,305
"Single Perfect Solution",8,1,50,40,0.80,0.10,238,308
"Single Perfect Solution",8,1,50,40,0.80,0.15,244,316
"Single Perfect Solution",8,1,50,40,0.80,0.15,241,312
"Single Perfect Solution",8,1,50,40,0.80,0.20,241,327
"Single Perfect Solution",8,1,50,40,0.80,0.20,239,333
"Single Perfect Solution",8,1,50,40,0.90,0.05,243,288
"Single Perfect Solution",8,1,50,40,0.90,0.05,242,289
"Single Perfect Solution",8,1,50,40,0.90,0.10,242,296
"Single Perfect Solution",8,1,50,40,0.90,0.10,242,297
"Single Perfect Solution",8,1,50,40,0.90,0.15,242,305
"Single Perfect Solution",8,1,50,40,0.90,0.15,244,303
"Single Perfect Solution",8,1,50,40,0.90,0.20,244,307
"Single Perfect Solution",8,1,50,40,0.90,0.20,183,313
"Single Perfect Solution",8,1,50,50,0.40,0.05,229,485
"Single Perfect Solution",8,1,50,50,0.40,0.05,244,493
"Single Perfect Solution",8,1,50,50,0.40,0.10,241,506
"Single Perfect Solution",8,1,50,50,0.40,0.10,221,519
"Single Perfect Solution",8,1,50,50,0.40,0.15,241,542
"Single Perfect Solution",8,1,50,50,0.40,0.15,244,525
"Single Perfect Solution",8,1,50,50,0.40,0.20,241,550
"Single Perfect Solution",8,1,50,50,0.40,0.20,244,554
"Single Perfect Solution",8,1,50,50,0.50,0.05,244,452
"Single Perfect Solution",8,1,50,50,0.50,0.05,229,438
"Single Perfect Solution",8,1,50,50,0.50,0.10,242,459
"Single Perfect Solution",8,1,50,50,0.50,0.10,241,457
"Single Perfect Solution",8,1,50,50,0.50,0.15,232,482
"Single Perfect Solution",8,1,50,50,0.50,0.15,243,474
"Single Perfect Solution",8,1,50,50,0.50,0.20,220,498
"Single Perfect Solution",8,1,50,50,0.50,0.20,242,491
"Single Perfect Solution",8,1,50,50,0.60,0.05,228,421
"Single Perfect Solution",8,1,50,50,0.60,0.05,241,418
"Single Perfect Solution",8,1,50,50,0.60,0.10,236,428
"Single Perfect Solution",8,1,50,50,0.60,0.10,241,429
"Single Perfect Solution",8,1,50,50,0.60,0.15,244,448
"Single Perfect Solution",8,1,50,50,0.60,0.15,244,456
"Single Perfect Solution",8,1,50,50,0.60,0.20,244,466
"Single Perfect Solution",8,1,50,50,0.60,0.20,241,456
"Single Perfect Solution",8,1,50,50,0.70,0.05,242,398
"Single Perfect Solution",8,1,50,50,0.70,0.05,242,394
"Single Perfect Solution",8,1,50,50,0.70,0.10,233,410
"Single Perfect Solution",8,1,50,50,0.70,0.10,243,411
"Single Perfect Solution",8,1,50,50,0.70,0.15,244,422
"Single Perfect Solution",8,1,50,50,0.70,0.15,241,427
"Single Perfect Solution",8,1,50,50,0.70,0.20,229,445
"Single Perfect Solution",8,1,50,50,0.70,0.20,244,434
"Single Perfect Solution",8,1,50,50,0.80,0.05,237,385
"Single Perfect Solution",8,1,50,50,0.80,0.05,241,384
"Single Perfect Solution",8,1,50,50,0.80,0.10,230,393
"Single Perfect Solution",8,1,50,50,0.80,0.10,216,396
"Single Perfect Solution",8,1,50,50,0.80,0.15,244,413
"Single Perfect Solution",8,1,50,50,0.80,0.15,232,406
"Single Perfect Solution",8,1,50,50,0.80,0.20,237,418
"Single Perfect Solution",8,1,50,50,0.80,0.20,244,411
"Single Perfect Solution",8,1,50,50,0.90,0.05,221,375
"Single Perfect Solution",8,1,50,50,0.90,0.05,237,374
"Single Perfect Solution",8,1,50,50,0.90,0.10,219,382
"Single Perfect Solution",8,1,50,50,0.90,0.10,242,388
"Single Perfect Solution",8,1,50,50,0.90,0.15,244,393
"Single Perfect Solution",8,1,50,50,0.90,0.15,241,387
"Single Perfect Solution",8,1,50,50,0.90,0.20,244,399
"Single Perfect Solution",8,1,50,50,0.90,0.20,230,402
"Single Perfect Solution",8,1,80,10,0.40,0.05,244,123
"Single Perfect Solution",8,1,80,10,0.40,0.05,244,118
"Single Perfect Solution",8,1,80,10,0.40,0.10,231,131
"Single Perfect Solution",8,1,80,10,0.40,0.10,244,129
"Single Perfect Solution",8,1,80,10,0.40,0.15,241,135
"Single Perfect Solution",8,1,80,10,0.40,0.15,244,133
"Single Perfect Solution",8,1,80,10,0.40,0.20,244,141
"Single Perfect Solution",8,1,80,10,0.40,0.20,241,141
"Single Perfect Solution",8,1,80,10,0.50,0.05,242,113
"Single Perfect Solution",8,1,80,10,0.50,0.05,244,112
"Single Perfect Solution",8,1,80,10,0.50,0.10,244,122
"Single Perfect Solution",8,1,80,10,0.50,0.10,241,121
"Single Perfect Solution",8,1,80,10,0.50,0.15,244,131
"Single Perfect Solution",8,1,80,10,0.50,0.15,244,126
"Single Perfect Solution",8,1,80,10,0.50,0.20,244,131
"Single Perfect Solution",8,1,80,10,0.50,0.20,244,129
"Single Perfect Solution",8,1,80,10,0.60,0.05,241,110
"Single Perfect Solution",8,1,80,10,0.60,0.05,244,113
"Single Perfect Solution",8,1,80,10,0.60,0.10,241,114
"Single Perfect Solution",8,1,80,10,0.60,0.10,244,115
"Single Perfect Solution",8,1,80,10,0.60,0.15,244,119
"Single Perfect Solution",8,1,80,10,0.60,0.15,244,129
"Single Perfect Solution",8,1,80,10,0.60,0.20,241,121
"Single Perfect Solution",8,1,80,10,0.60,0.20,244,122
"Single Perfect Solution",8,1,80,10,0.70,0.05,237,107
"Single Perfect Solution",8,1,80,10,0.70,0.05,241,106
"Single Perfect Solution",8,1,80,10,0.70,0.10,244,111
"Single Perfect Solution",8,1,80,10,0.70,0.10,241,108
"Single Perfect Solution",8,1,80,10,0.70,0.15,244,113
"Single Perfect Solution",8,1,80,10,0.70,0.15,244,116
"Single Perfect Solution",8,1,80,10,0.70,0.20,244,118
"Single Perfect Solution",8,1,80,10,0.70,0.20,241,119
"Single Perfect Solution",8,1,80,10,0.80,0.05,244,103
"Single Perfect Solution",8,1,80,10,0.80,0.05,241,106
"Single Perfect Solution",8,1,80,10,0.80,0.10,244,108
"Single Perfect Solution",8,1,80,10,0.80,0.10,244,107
"Single Perfect Solution",8,1,80,10,0.80,0.15,244,114
"Single Perfect Solution",8,1,80,10,0.80,0.15,244,112
"Single Perfect Solution",8,1,80,10,0.80,0.20,244,112
"Single Perfect Solution",8,1,80,10,0.80,0.20,241,113
"Single Perfect Solution",8,1,80,10,0.90,0.05,244,99
"Single Perfect Solution",8,1,80,10,0.90,0.05,241,101
"Single Perfect Solution",8,1,80,10,0.90,0.10,244,102
"Single Perfect Solution",8,1,80,10,0.90,0.10,241,105
"Single Perfect Solution",8,1,80,10,0.90,0.15,244,108
"Single Perfect Solution",8,1,80,10,0.90,0.15,244,109
"Single Perfect Solution",8,1,80,10,0.90,0.20,244,111
"Single Perfect Solution",8,1,80,10,0.90,0.20,244,110
"Single Perfect Solution",8,1,80,20,0.40,0.05,244,264
"Single Perfect Solution",8,1,80,20,0.40,0.05,244,271
"Single Perfect Solution",8,1,80,20,0.40,0.10,244,277
"Single Perfect Solution",8,1,80,20,0.40,0.10,244,282
"Single Perfect Solution",8,1,80,20,0.40,0.15,241,287
"Single Perfect Solution",8,1,80,20,0.40,0.15,244,297
"Single Perfect Solution",8,1,80,20,0.40,0.20,244,305
"Single Perfect Solution",8,1,80,20,0.40,0.20,244,299
"Single Perfect Solution",8,1,80,20,0.50,0.05,241,243
"Single Perfect Solution",8,1,80,20,0.50,0.05,241,244
"Single Perfect Solution",8,1,80,20,0.50,0.10,244,263
"Single Perfect Solution",8,1,80,20,0.50,0.10,241,260
"Single Perfect Solution",8,1,80,20,0.50,0.15,244,273
"Single Perfect Solution",8,1,80,20,0.50,0.15,244,268
"Single Perfect Solution",8,1,80,20,0.50,0.20,244,281
"Single Perfect Solution",8,1,80,20,0.50,0.20,241,279
"Single Perfect Solution",8,1,80,20,0.60,0.05,241,229
"Single Perfect Solution",8,1,80,20,0.60,0.05,244,231
"Single Perfect Solution",8,1,80,20,0.60,0.10,244,240
"Single Perfect Solution",8,1,80,20,0.60,0.10,244,240
"Single Perfect Solution",8,1,80,20,0.60,0.15,240,249
"Single Perfect Solution",8,1,80,20,0.60,0.15,244,251
"Single Perfect Solution",8,1,80,20,0.60,0.20,241,260
"Single Perfect Solution",8,1,80,20,0.60,0.20,244,257
"Single Perfect Solution",8,1,80,20,0.70,0.05,243,222
"Single Perfect Solution",8,1,80,20,0.70,0.05,244,224
"Single Perfect Solution",8,1,80,20,0.70,0.10,244,228
"Single Perfect Solution",8,1,80,20,0.70,0.10,241,229
"Single Perfect Solution",8,1,80,20,0.70,0.15,244,234
"Single Perfect Solution",8,1,80,20,0.70,0.15,241,240
"Single Perfect Solution",8,1,80,20,0.70,0.20,244,242
"Single Perfect Solution",8,1,80,20,0.70,0.20,244,247
"Single Perfect Solution",8,1,80,20,0.80,0.05,243,214
"Single Perfect Solution",8,1,80,20,0.80,0.05,233,216
"Single Perfect Solution",8,1,80,20,0.80,0.10,241,225
"Single Perfect Solution",8,1,80,20,0.80,0.10,244,225
"Single Perfect Solution",8,1,80,20,0.80,0.15,241,240
"Single Perfect Solution",8,1,80,20,0.80,0.15,244,227
"Single Perfect Solution",8,1,80,20,0.80,0.20,244,242
"Single Perfect Solution",8,1,80,20,0.80,0.20,244,236
"Single Perfect Solution",8,1,80,20,0.90,0.05,244,207
"Single Perfect Solution",8,1,80,20,0.90,0.05,244,216
"Single Perfect Solution",8,1,80,20,0.90,0.10,244,214
"Single Perfect Solution",8,1,80,20,0.90,0.10,244,213
"Single Perfect Solution",8,1,80,20,0.90,0.15,244,222
"Single Perfect Solution",8,1,80,20,0.90,0.15,241,221
"Single Perfect Solution",8,1,80,20,0.90,0.20,244,227
"Single Perfect Solution",8,1,80,20,0.90,0.20,244,228
"Single Perfect Solution",8,1,80,30,0.40,0.05,242,412
"Single Perfect Solution",8,1,80,30,0.40,0.05,244,424
"Single Perfect Solution",8,1,80,30,0.40,0.10,244,438
"Single Perfect Solution",8,1,80,30,0.40,0.10,244,444
"Single Perfect Solution",8,1,80,30,0.40,0.15,241,470
"Single Perfect Solution",8,1,80,30,0.40,0.15,244,454
"Single Perfect Solution",8,1,80,30,0.40,0.20,214,486
"Single Perfect Solution",8,1,80,30,0.40,0.20,244,484
"Single Perfect Solution",8,1,80,30,0.50,0.05,244,380
"Single Perfect Solution",8,1,80,30,0.50,0.05,244,390
"Single Perfect Solution",8,1,80,30,0.50,0.10,244,413
"Single Perfect Solution",8,1,80,30,0.50,0.10,223,424
"Single Perfect Solution",8,1,80,30,0.50,0.15,244,427
"Single Perfect Solution",8,1,80,30,0.50,0.15,244,424
"Single Perfect Solution",8,1,80,30,0.50,0.20,244,444
"Single Perfect Solution",8,1,80,30,0.50,0.20,241,444
"Single Perfect Solution",8,1,80,30,0.60,0.05,244,364
"Single Perfect Solution",8,1,80,30,0.60,0.05,244,367
"Single Perfect Solution",8,1,80,30,0.60,0.10,244,389
"Single Perfect Solution",8,1,80,30,0.60,0.10,244,384
"Single Perfect Solution",8,1,80,30,0.60,0.15,244,397
"Single Perfect Solution",8,1,80,30,0.60,0.15,241,393
"Single Perfect Solution",8,1,80,30,0.60,0.20,244,410
"Single Perfect Solution",8,1,80,30,0.60,0.20,244,410
"Single Perfect Solution",8,1,80,30,0.70,0.05,244,344
"Single Perfect Solution",8,1,80,30,0.70,0.05,242,351
"Single Perfect Solution",8,1,80,30,0.70,0.10,183,363
"Single Perfect Solution",8,1,80,30,0.70,0.10,244,363
"Single Perfect Solution",8,1,80,30,0.70,0.15,244,378
"Single Perfect Solution",8,1,80,30,0.70,0.15,244,385
"Single Perfect Solution",8,1,80,30,0.70,0.20,244,391
"Single Perfect Solution",8,1,80,30,0.70,0.20,241,384
"Single Perfect Solution",8,1,80,30,0.80,0.05,244,330
"Single Perfect Solution",8,1,80,30,0.80,0.05,244,336
"Single Perfect Solution",8,1,80,30,0.80,0.10,244,345
"Single Perfect Solution",8,1,80,30,0.80,0.10,244,347
"Single Perfect Solution",8,1,80,30,0.80,0.15,244,358
"Single Perfect Solution",8,1,80,30,0.80,0.15,241,360
"Single Perfect Solution",8,1,80,30,0.80,0.20,244,376
"Single Perfect Solution",8,1,80,30,0.80,0.20,244,373
"Single Perfect Solution",8,1,80,30,0.90,0.05,241,323
"Single Perfect Solution",8,1,80,30,0.90,0.05,244,327
"Single Perfect Solution",8,1,80,30,0.90,0.10,244,333
"Single Perfect Solution",8,1,80,30,0.90,0.10,244,344
"Single Perfect Solution",8,1,80,30,0.90,0.15,212,353
"Single Perfect Solution",8,1,80,30,0.90,0.15,241,354
"Single Perfect Solution",8,1,80,30,0.90,0.20,244,356
"Single Perfect Solution",8,1,80,30,0.90,0.20,183,366
"Single Perfect Solution",8,1,80,40,0.40,0.05,241,600
"Single Perfect Solution",8,1,80,40,0.40,0.05,242,603
"Single Perfect Solution",8,1,80,40,0.40,0.10,239,638
"Single Perfect Solution",8,1,80,40,0.40,0.10,244,613
"Single Perfect Solution",8,1,80,40,0.40,0.15,221,654
"Single Perfect Solution",8,1,80,40,0.40,0.15,244,652
"Single Perfect Solution",8,1,80,40,0.40,0.20,244,671
"Single Perfect Solution",8,1,80,40,0.40,0.20,244,685
"Single Perfect Solution",8,1,80,40,0.50,0.05,243,558
"Single Perfect Solution",8,1,80,40,0.50,0.05,243,546
"Single Perfect Solution",8,1,80,40,0.50,0.10,244,568
"Single Perfect Solution",8,1,80,40,0.50,0.10,244,580
"Single Perfect Solution",8,1,80,40,0.50,0.15,241,583
"Single Perfect Solution",8,1,80,40,0.50,0.15,244,596
"Single Perfect Solution",8,1,80,40,0.50,0.20,244,616
"Single Perfect Solution",8,1,80,40,0.50,0.20,241,605
"Single Perfect Solution",8,1,80,40,0.60,0.05,244,524
"Single Perfect Solution",8,1,80,40,0.60,0.05,241,510
"Single Perfect Solution",8,1,80,40,0.60,0.10,244,529
"Single Perfect Solution",8,1,80,40,0.60,0.10,244,524
"Single Perfect Solution",8,1,80,40,0.60,0.15,244,548
"Single Perfect Solution",8,1,80,40,0.60,0.15,243,552
"Single Perfect Solution",8,1,80,40,0.60,0.20,244,572
"Single Perfect Solution",8,1,80,40,0.60,0.20,231,589
"Single Perfect Solution",8,1,80,40,0.70,0.05,242,483
"Single Perfect Solution",8,1,80,40,0.70,0.05,241,479
"Single Perfect Solution",8,1,80,40,0.70,0.10,241,510
"Single Perfect Solution",8,1,80,40,0.70,0.10,242,497
"Single Perfect Solution",8,1,80,40,0.70,0.15,244,521
"Single Perfect Solution",8,1,80,40,0.70,0.15,244,525
"Single Perfect Solution",8,1,80,40,0.70,0.20,244,535
"Single Perfect Solution",8,1,80,40,0.70,0.20,244,536
"Single Perfect Solution",8,1,80,40,0.80,0.05,229,459
"Single Perfect Solution",8,1,80,40,0.80,0.05,242,466
"Single Perfect Solution",8,1,80,40,0.80,0.10,244,474
"Single Perfect Solution",8,1,80,40,0.80,0.10,244,481
"Single Perfect Solution",8,1,80,40,0.80,0.15,244,499
"Single Perfect Solution",8,1,80,40,0.80,0.15,244,499
"Single Perfect Solution",8,1,80,40,0.80,0.20,244,510
"Single Perfect Solution",8,1,80,40,0.80,0.20,244,508
"Single Perfect Solution",8,1,80,40,0.90,0.05,233,455
"Single Perfect Solution",8,1,80,40,0.90,0.05,241,448
"Single Perfect Solution",8,1,80,40,0.90,0.10,244,464
"Single Perfect Solution",8,1,80,40,0.90,0.10,226,463
"Single Perfect Solution",8,1,80,40,0.90,0.15,244,476
"Single Perfect Solution",8,1,80,40,0.90,0.15,244,473
"Single Perfect Solution",8,1,80,40,0.90,0.20,244,491
"Single Perfect Solution",8,1,80,40,0.90,0.20,242,494
"Single Perfect Solution",8,1,80,50,0.40,0.05,242,775
"Single Perfect Solution",8,1,80,50,0.40,0.05,242,777
"Single Perfect Solution",8,1,80,50,0.40,0.10,225,801
"Single Perfect Solution",8,1,80,50,0.40,0.10,244,805
"Single Perfect Solution",8,1,80,50,0.40,0.15,244,837
"Single Perfect Solution",8,1,80,50,0.40,0.15,235,841
"Single Perfect Solution",8,1,80,50,0.40,0.20,244,886
"Single Perfect Solution",8,1,80,50,0.40,0.20,244,897
"Single Perfect Solution",8,1,80,50,0.50,0.05,242,709
"Single Perfect Solution",8,1,80,50,0.50,0.05,229,721
"Single Perfect Solution",8,1,80,50,0.50,0.10,244,731
"Single Perfect Solution",8,1,80,50,0.50,0.10,213,742
"Single Perfect Solution",8,1,80,50,0.50,0.15,244,760
"Single Perfect Solution",8,1,80,50,0.50,0.15,244,773
"Single Perfect Solution",8,1,80,50,0.50,0.20,244,808
"Single Perfect Solution",8,1,80,50,0.50,0.20,244,789
"Single Perfect Solution",8,1,80,50,0.60,0.05,244,674
"Single Perfect Solution",8,1,80,50,0.60,0.05,224,680
